,Clothing ID,Age,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
2664,1095,36,5,1,0,General Petite,Dresses,Dresses
2665,1128,41,3,0,14,General,Jackets,Outerwear
2666,1033,40,3,1,2,General Petite,Bottoms,Jeans
2667,881,58,2,1,10,General,Tops,Knits
2668,282,37,4,1,14,General,Bottoms,Shorts
2669,282,39,4,1,2,General,Bottoms,Shorts
2670,282,41,3,0,1,General,Bottoms,Shorts
2671,859,54,5,1,0,General Petite,Tops,Knits
2672,282,43,5,1,2,General,Bottoms,Shorts
2673,282,48,5,1,22,General,Bottoms,Shorts
2674,282,56,5,1,0,General,Bottoms,Shorts
2675,282,49,1,0,0,General,Bottoms,Shorts
2676,1131,38,5,1,0,General Petite,Jackets,Outerwear
2677,282,31,5,1,0,General,Bottoms,Shorts
2678,1095,33,4,0,6,General Petite,Dresses,Dresses
2679,282,49,5,1,0,General,Bottoms,Shorts
2680,52,33,5,1,0,General,Bottoms,Shorts
2681,1033,28,1,0,2,General,Bottoms,Jeans
2682,282,53,4,1,0,General,Bottoms,Shorts
2683,282,42,4,1,1,General,Bottoms,Shorts
2684,282,63,1,0,1,General,Bottoms,Shorts
2685,282,49,5,1,0,General,Bottoms,Shorts
2686,282,43,5,1,0,General,Bottoms,Shorts
2687,282,28,5,1,0,General,Bottoms,Shorts
2688,282,42,5,1,0,General,Bottoms,Shorts
2689,881,34,5,1,1,General,Tops,Knits
2690,282,47,5,1,0,General,Bottoms,Shorts
2691,881,39,4,1,3,General,Tops,Knits
2692,1095,70,5,1,4,General Petite,Dresses,Dresses
2693,282,25,5,1,8,General,Bottoms,Shorts
2694,881,29,3,0,0,General,Tops,Knits
2695,282,34,5,1,0,General,Bottoms,Shorts
2696,817,49,5,1,1,General,Tops,Blouses
2697,859,39,5,1,4,General Petite,Tops,Knits
2698,881,52,4,1,0,General,Tops,Knits
2699,282,28,2,0,0,General,Bottoms,Shorts
2700,282,41,5,1,5,General,Bottoms,Shorts
2701,818,36,4,1,9,General Petite,Tops,Blouses
2702,282,51,5,1,0,General,Bottoms,Shorts
2703,1128,40,5,1,6,General,Jackets,Outerwear
2704,282,29,5,1,0,General,Bottoms,Shorts
2705,282,39,5,1,0,General,Bottoms,Shorts
2706,1095,33,1,0,1,General Petite,Dresses,Dresses
2707,862,28,4,0,9,General,Tops,Knits
2708,282,41,5,1,4,General,Bottoms,Shorts
2709,817,60,5,1,0,General,Tops,Blouses
2710,282,43,5,1,0,General,Bottoms,Shorts
2711,282,38,5,1,0,General,Bottoms,Shorts
2712,282,32,4,1,0,General,Bottoms,Shorts
2713,818,57,5,1,7,General Petite,Tops,Blouses
2714,1094,23,5,1,0,General Petite,Dresses,Dresses
2715,1086,26,5,1,3,General Petite,Dresses,Dresses
2716,1022,38,5,1,0,General Petite,Bottoms,Jeans
2717,1030,38,3,1,0,General,Bottoms,Jeans
2718,872,38,5,1,0,General,Tops,Knits
2719,984,34,5,1,9,General,Jackets,Jackets
2720,872,52,4,1,6,General,Tops,Knits
2721,945,22,5,1,7,General,Tops,Sweaters
2722,1094,28,5,1,0,General Petite,Dresses,Dresses
2723,945,23,4,1,2,General,Tops,Sweaters
2724,1094,62,4,1,1,General Petite,Dresses,Dresses
2725,872,48,5,1,0,General,Tops,Knits
2726,984,39,5,1,0,General,Jackets,Jackets
2727,1094,41,5,1,0,General Petite,Dresses,Dresses
2728,21,55,5,1,0,General Petite,Tops,Fine gauge
2729,1094,33,4,1,0,General Petite,Dresses,Dresses
2730,984,42,5,1,4,General,Jackets,Jackets
2731,1094,30,5,1,3,General Petite,Dresses,Dresses
2732,872,46,5,1,0,General,Tops,Knits
2733,1086,47,4,1,2,General Petite,Dresses,Dresses
2734,988,25,4,0,2,General,Bottoms,Skirts
2735,872,66,4,1,5,General,Tops,Knits
2736,872,41,4,1,0,General,Tops,Knits
2737,988,26,2,0,3,General,Bottoms,Skirts
2738,921,32,5,1,1,General,Tops,Sweaters
2739,1094,36,5,1,0,General Petite,Dresses,Dresses
2740,1086,48,1,0,0,General Petite,Dresses,Dresses
2741,872,66,3,1,2,General,Tops,Knits
2742,1094,22,5,1,2,General Petite,Dresses,Dresses
2743,984,28,5,1,0,General,Jackets,Jackets
2744,872,55,4,1,1,General,Tops,Knits
2745,1022,57,5,1,2,General Petite,Bottoms,Jeans
2746,1086,22,4,1,0,General Petite,Dresses,Dresses
2747,732,43,4,1,0,Initmates,Intimate,Legwear
2748,868,36,2,0,5,General,Tops,Knits
2749,872,42,4,1,2,General,Tops,Knits
2750,1094,39,4,1,6,General Petite,Dresses,Dresses
2751,868,33,1,0,3,General,Tops,Knits
2752,872,36,5,1,0,General,Tops,Knits
2753,1086,52,4,1,23,General Petite,Dresses,Dresses
2754,1094,32,5,1,0,General Petite,Dresses,Dresses
2755,1123,52,5,1,2,General Petite,Jackets,Outerwear
2756,872,34,4,1,1,General,Tops,Knits
2757,878,43,1,0,3,General,Tops,Knits
2758,1086,62,4,1,7,General Petite,Dresses,Dresses
2759,878,42,3,1,4,General,Tops,Knits
2760,878,33,5,1,0,General,Tops,Knits
2761,1080,24,3,0,0,General,Dresses,Dresses
2762,1086,41,5,1,0,General Petite,Dresses,Dresses
2763,878,34,5,1,0,General,Tops,Knits
2764,1080,35,5,1,0,General,Dresses,Dresses
2765,1086,39,5,1,1,General Petite,Dresses,Dresses
2766,878,62,4,1,0,General,Tops,Knits
2767,868,44,5,1,0,General,Tops,Knits
2768,972,72,3,0,5,General,Jackets,Jackets
2769,868,50,4,1,0,General,Tops,Knits
2770,868,43,5,1,6,General,Tops,Knits
2771,868,40,5,1,0,General,Tops,Knits
2772,1081,22,5,1,1,General Petite,Dresses,Dresses
2773,868,33,4,1,2,General,Tops,Knits
2774,864,46,1,0,0,General,Tops,Knits
2775,827,53,2,0,0,General,Tops,Blouses
2776,868,42,5,1,3,General,Tops,Knits
2777,868,29,3,0,1,General,Tops,Knits
2778,997,52,4,1,0,General Petite,Bottoms,Skirts
2779,868,59,5,1,0,General,Tops,Knits
2780,864,38,5,1,0,General Petite,Tops,Knits
2781,868,25,2,0,0,General,Tops,Knits
2782,868,31,5,1,0,General,Tops,Knits
2783,864,36,5,1,0,General Petite,Tops,Knits
2784,868,35,4,1,3,General,Tops,Knits
2785,868,25,5,1,0,General,Tops,Knits
2786,1099,32,3,0,1,General Petite,Dresses,Dresses
2787,868,67,3,0,16,General,Tops,Knits
2788,868,37,5,1,1,General,Tops,Knits
2789,868,25,5,1,0,General,Tops,Knits
2790,1099,50,5,1,10,General Petite,Dresses,Dresses
2791,909,49,5,1,1,General,Tops,Fine gauge
2792,491,50,5,1,0,Initmates,Intimate,Layering
2793,997,36,2,0,42,General Petite,Bottoms,Skirts
2794,868,36,5,1,0,General,Tops,Knits
2795,868,34,5,1,2,General,Tops,Knits
2796,864,66,3,0,3,General Petite,Tops,Knits
2797,997,57,1,0,3,General Petite,Bottoms,Skirts
2798,1009,38,4,1,6,General,Bottoms,Skirts
2799,1081,46,5,1,5,General Petite,Dresses,Dresses
2800,868,51,5,1,0,General,Tops,Knits
2801,868,28,3,1,0,General,Tops,Knits
2802,868,23,5,1,0,General,Tops,Knits
2803,868,34,1,0,0,General,Tops,Knits
2804,864,43,5,1,0,General Petite,Tops,Knits
2805,868,42,5,1,0,General,Tops,Knits
2806,827,26,5,1,0,General,Tops,Blouses
2807,1099,51,5,1,0,General Petite,Dresses,Dresses
2808,868,41,3,1,4,General,Tops,Knits
2809,868,37,5,1,0,General,Tops,Knits
2810,843,43,5,1,4,General,Tops,Blouses
2811,868,32,5,1,2,General,Tops,Knits
2812,869,39,5,1,0,General,Tops,Knits
2813,868,55,5,1,1,General,Tops,Knits
2814,521,32,2,0,2,Initmates,Intimate,Swim
2815,868,32,3,0,2,General,Tops,Knits
2816,1028,34,4,1,5,General,Bottoms,Jeans
2817,1084,56,3,1,3,General Petite,Dresses,Dresses
2818,486,29,3,1,1,Initmates,Intimate,Sleep
2819,1083,46,5,1,4,General Petite,Dresses,Dresses
2820,949,42,4,1,4,General Petite,Tops,Sweaters
2821,1084,50,4,1,1,General Petite,Dresses,Dresses
2822,788,53,5,1,9,Initmates,Intimate,Lounge
2823,949,33,5,1,0,General Petite,Tops,Sweaters
2824,984,34,4,1,0,General,Jackets,Jackets
2825,984,69,5,1,1,General,Jackets,Jackets
2826,984,60,1,0,0,General,Jackets,Jackets
2827,1093,34,3,0,1,General Petite,Dresses,Dresses
2828,984,46,3,1,5,General,Jackets,Jackets
2829,984,45,4,1,2,General,Jackets,Jackets
2830,1050,67,5,1,0,General Petite,Bottoms,Pants
2831,1050,66,4,1,2,General Petite,Bottoms,Pants
2832,949,36,5,1,0,General Petite,Tops,Sweaters
2833,984,34,5,1,2,General,Jackets,Jackets
2834,1004,43,2,0,6,General,Bottoms,Skirts
2835,984,53,5,1,26,General,Jackets,Jackets
2836,486,23,5,1,3,Initmates,Intimate,Sleep
2837,984,56,1,0,5,General,Jackets,Jackets
2838,984,67,5,1,1,General,Jackets,Jackets
2839,949,35,5,1,1,General Petite,Tops,Sweaters
2840,1020,39,5,1,1,General Petite,Bottoms,Skirts
2841,949,45,3,1,0,General Petite,Tops,Sweaters
2842,1050,65,5,1,0,General Petite,Bottoms,Pants
2843,20,34,4,1,0,General,Dresses,Dresses
2844,1125,39,5,1,0,General,Jackets,Outerwear
2845,863,48,5,1,6,General Petite,Tops,Knits
2846,212,34,5,1,1,Initmates,Intimate,Swim
2847,1125,36,5,1,0,General,Jackets,Outerwear
2848,429,23,3,0,3,General,Bottoms,Shorts
2849,863,61,5,1,4,General Petite,Tops,Knits
2850,863,44,4,1,11,General Petite,Tops,Knits
2851,863,47,2,0,4,General Petite,Tops,Knits
2852,1103,33,1,0,1,General,Dresses,Dresses
2853,995,56,5,1,7,General,Bottoms,Skirts
2854,863,36,5,1,0,General Petite,Tops,Knits
2855,863,29,5,1,0,General,Tops,Knits
2856,863,48,5,1,46,General,Tops,Knits
2857,829,52,4,1,3,General Petite,Tops,Blouses
2858,573,39,5,1,4,General Petite,Trend,Trend
2859,829,49,3,0,1,General Petite,Tops,Blouses
2860,863,57,5,1,0,General,Tops,Knits
2861,829,68,4,1,0,General Petite,Tops,Blouses
2862,863,63,3,1,2,General,Tops,Knits
2863,863,64,5,1,0,General,Tops,Knits
2864,863,57,5,1,0,General,Tops,Knits
2865,573,39,5,1,3,General Petite,Trend,Trend
2866,895,39,5,1,20,General,Tops,Fine gauge
2867,863,39,4,1,2,General,Tops,Knits
2868,829,39,4,1,1,General Petite,Tops,Blouses
2869,863,52,5,1,1,General,Tops,Knits
2870,895,56,4,1,0,General,Tops,Fine gauge
2871,863,37,4,1,0,General,Tops,Knits
2872,829,51,1,1,1,General Petite,Tops,Blouses
2873,1072,40,2,0,7,General Petite,Dresses,Dresses
2874,573,43,3,0,17,General Petite,Trend,Trend
2875,895,34,5,1,0,General,Tops,Fine gauge
2876,573,34,3,0,4,General Petite,Trend,Trend
2877,895,38,4,1,2,General,Tops,Fine gauge
2878,995,40,4,1,0,General,Bottoms,Skirts
2879,863,45,5,1,1,General,Tops,Knits
2880,829,63,5,1,0,General Petite,Tops,Blouses
2881,829,62,5,1,3,General Petite,Tops,Blouses
2882,1125,26,5,1,0,General,Jackets,Outerwear
2883,829,69,5,1,1,General Petite,Tops,Blouses
2884,863,47,2,0,10,General,Tops,Knits
2885,863,23,5,1,1,General,Tops,Knits
2886,829,59,4,1,1,General Petite,Tops,Blouses
2887,829,50,5,1,0,General Petite,Tops,Blouses
2888,863,49,4,1,1,General,Tops,Knits
2889,863,66,5,1,0,General,Tops,Knits
2890,863,58,5,1,7,General,Tops,Knits
2891,863,34,4,1,0,General,Tops,Knits
2892,863,44,5,1,0,General,Tops,Knits
2893,863,62,5,1,3,General,Tops,Knits
2894,829,23,4,1,12,General Petite,Tops,Blouses
2895,895,38,5,1,0,General,Tops,Fine gauge
2896,863,56,4,1,0,General,Tops,Knits
2897,863,36,5,1,0,General,Tops,Knits
2898,829,66,4,1,6,General Petite,Tops,Blouses
2899,890,66,4,1,0,General,Tops,Fine gauge
2900,863,45,5,1,9,General,Tops,Knits
2901,863,49,5,1,0,General,Tops,Knits
2902,829,48,4,1,1,General Petite,Tops,Blouses
2903,573,45,5,1,27,General Petite,Trend,Trend
2904,863,34,5,1,0,General,Tops,Knits
2905,895,39,5,1,0,General,Tops,Fine gauge
2906,895,45,3,1,1,General,Tops,Fine gauge
2907,863,39,2,0,30,General,Tops,Knits
2908,1125,46,5,1,1,General,Jackets,Outerwear
2909,863,36,5,1,1,General,Tops,Knits
2910,995,35,4,1,0,General,Bottoms,Skirts
2911,573,51,4,1,26,General Petite,Trend,Trend
2912,1125,33,5,1,0,General,Jackets,Outerwear
2913,995,35,4,1,0,General,Bottoms,Skirts
2914,829,73,5,1,1,General Petite,Tops,Blouses
2915,573,41,3,0,2,General Petite,Trend,Trend
2916,1125,41,5,1,1,General,Jackets,Outerwear
2917,1125,48,5,1,0,General,Jackets,Outerwear
2918,995,47,5,1,3,General,Bottoms,Skirts
2919,863,34,1,0,0,General,Tops,Knits
2920,863,58,4,1,4,General,Tops,Knits
2921,863,31,5,1,0,General,Tops,Knits
2922,829,52,4,1,0,General Petite,Tops,Blouses
2923,863,47,5,1,0,General,Tops,Knits
2924,1125,32,4,1,0,General,Jackets,Outerwear
2925,863,59,3,1,0,General,Tops,Knits
2926,863,60,1,0,14,General,Tops,Knits
2927,573,38,5,1,2,General Petite,Trend,Trend
2928,890,62,5,1,0,General,Tops,Fine gauge
2929,863,62,4,1,2,General,Tops,Knits
2930,863,21,4,1,0,General,Tops,Knits
2931,573,39,5,1,4,General Petite,Trend,Trend
2932,1125,46,5,1,1,General,Jackets,Outerwear
2933,863,46,2,0,2,General,Tops,Knits
2934,995,60,4,1,0,General,Bottoms,Skirts
2935,829,51,5,1,0,General Petite,Tops,Blouses
2936,1125,53,4,1,0,General,Jackets,Outerwear
2937,895,48,5,1,6,General,Tops,Fine gauge
2938,995,35,3,0,0,General,Bottoms,Skirts
2939,1125,51,5,1,2,General,Jackets,Outerwear
2940,838,65,5,1,10,General,Tops,Blouses
2941,829,66,5,1,0,General Petite,Tops,Blouses
2942,573,40,4,1,3,General Petite,Trend,Trend
2943,863,22,5,1,0,General,Tops,Knits
2944,863,60,5,1,9,General,Tops,Knits
2945,863,64,5,1,0,General,Tops,Knits
2946,288,48,5,1,1,Initmates,Intimate,Intimates
2947,1125,52,5,1,0,General,Jackets,Outerwear
2948,863,49,5,1,0,General,Tops,Knits
2949,1090,34,5,1,5,General Petite,Dresses,Dresses
2950,1094,47,4,1,2,General,Dresses,Dresses
2951,873,44,5,1,0,General Petite,Tops,Knits
2952,1094,39,5,1,0,General,Dresses,Dresses
2953,1094,49,5,1,0,General,Dresses,Dresses
2954,1094,35,5,1,0,General,Dresses,Dresses
2955,1094,48,4,0,5,General,Dresses,Dresses
2956,1097,25,5,1,0,General,Dresses,Dresses
2957,1001,54,4,1,1,General,Bottoms,Skirts
2958,1094,20,5,1,1,General,Dresses,Dresses
2959,1094,30,5,1,0,General,Dresses,Dresses
2960,1078,40,5,1,3,General,Dresses,Dresses
2961,854,52,5,1,11,General Petite,Tops,Knits
2962,1094,32,5,1,0,General,Dresses,Dresses
2963,873,48,5,1,2,General Petite,Tops,Knits
2964,873,40,5,1,0,General Petite,Tops,Knits
2965,1094,24,5,1,1,General,Dresses,Dresses
2966,1094,34,4,1,6,General,Dresses,Dresses
2967,854,41,5,1,2,General Petite,Tops,Knits
2968,873,32,3,0,3,General Petite,Tops,Knits
2969,890,36,5,1,1,General,Tops,Fine gauge
2970,854,38,4,1,11,General Petite,Tops,Knits
2971,1094,31,5,1,0,General,Dresses,Dresses
2972,873,60,4,1,4,General Petite,Tops,Knits
2973,1094,57,5,1,4,General,Dresses,Dresses
2974,873,39,5,1,2,General Petite,Tops,Knits
2975,1078,38,2,0,2,General Petite,Dresses,Dresses
2976,1094,46,4,1,5,General,Dresses,Dresses
2977,1078,58,5,1,8,General Petite,Dresses,Dresses
2978,1094,35,5,1,0,General,Dresses,Dresses
2979,1094,40,5,1,1,General,Dresses,Dresses
2980,1097,46,4,1,5,General,Dresses,Dresses
2981,1001,50,3,1,1,General,Bottoms,Skirts
2982,1094,44,5,1,1,General,Dresses,Dresses
2983,1094,44,5,1,5,General,Dresses,Dresses
2984,862,39,1,0,0,General,Tops,Knits
2985,1082,41,5,1,1,General,Dresses,Dresses
2986,1082,47,2,0,0,General,Dresses,Dresses
2987,862,49,3,1,2,General,Tops,Knits
2988,862,55,1,0,0,General,Tops,Knits
2989,1082,38,5,1,1,General,Dresses,Dresses
2990,862,33,1,0,0,General,Tops,Knits
2991,1082,35,5,1,0,General,Dresses,Dresses
2992,862,65,1,0,1,General,Tops,Knits
2993,1082,62,5,1,30,General,Dresses,Dresses
2994,1092,25,5,1,6,General,Dresses,Dresses
2995,999,34,5,1,0,General,Bottoms,Skirts
2996,1080,53,5,1,1,General,Dresses,Dresses
2997,302,32,5,1,0,Initmates,Intimate,Swim
2998,862,30,3,0,0,General,Tops,Knits
2999,862,50,1,0,1,General,Tops,Knits
3000,868,27,4,1,0,General,Tops,Knits
3001,1082,69,4,1,0,General,Dresses,Dresses
3002,862,41,3,0,0,General,Tops,Knits
3003,999,49,5,1,2,General,Bottoms,Skirts
3004,999,47,5,1,0,General,Bottoms,Skirts
3005,1082,41,2,0,2,General,Dresses,Dresses
3006,862,76,2,0,0,General,Tops,Knits
3007,862,50,5,1,0,General,Tops,Knits
3008,1082,57,4,1,14,General,Dresses,Dresses
3009,862,31,3,0,0,General,Tops,Knits
3010,1082,57,4,1,0,General,Dresses,Dresses
3011,1082,45,3,1,1,General,Dresses,Dresses
3012,1028,39,4,1,13,General Petite,Bottoms,Jeans
3013,1044,32,2,0,0,General,Bottoms,Pants
3014,1082,35,5,1,2,General,Dresses,Dresses
3015,1082,66,3,0,0,General,Dresses,Dresses
3016,1104,44,3,1,0,General,Dresses,Dresses
3017,862,29,1,0,0,General,Tops,Knits
3018,1080,24,4,1,1,General,Dresses,Dresses
3019,999,36,5,1,5,General,Bottoms,Skirts
3020,862,56,4,1,0,General,Tops,Knits
3021,999,33,5,1,0,General,Bottoms,Skirts
3022,999,31,5,1,0,General,Bottoms,Skirts
3023,302,89,5,1,0,Initmates,Intimate,Swim
3024,1082,39,5,1,3,General,Dresses,Dresses
3025,862,68,1,0,0,General,Tops,Knits
3026,862,47,4,1,0,General,Tops,Knits
3027,862,26,5,1,0,General,Tops,Knits
3028,1082,43,5,1,0,General,Dresses,Dresses
3029,862,27,4,1,0,General,Tops,Knits
3030,1082,67,4,1,2,General,Dresses,Dresses
3031,862,35,3,0,0,General,Tops,Knits
3032,1094,31,3,1,9,General,Dresses,Dresses
3033,999,37,5,1,3,General,Bottoms,Skirts
3034,1082,39,5,1,12,General,Dresses,Dresses
3035,862,48,1,0,0,General,Tops,Knits
3036,1082,66,5,1,3,General,Dresses,Dresses
3037,302,38,5,1,0,Initmates,Intimate,Swim
3038,1044,36,5,1,1,General,Bottoms,Pants
3039,1092,52,5,1,17,General,Dresses,Dresses
3040,1094,40,4,1,0,General,Dresses,Dresses
3041,781,35,5,1,1,Initmates,Intimate,Lounge
3042,302,32,5,1,0,Initmates,Intimate,Swim
3043,862,31,1,0,0,General,Tops,Knits
3044,1082,61,4,1,3,General,Dresses,Dresses
3045,878,35,5,1,15,General,Tops,Knits
3046,872,35,5,1,4,General,Tops,Knits
3047,1020,30,2,0,5,General,Bottoms,Skirts
3048,1024,53,5,1,4,General,Bottoms,Jeans
3049,907,20,4,1,0,General,Tops,Fine gauge
3050,907,64,5,1,0,General,Tops,Fine gauge
3051,872,55,4,1,0,General,Tops,Knits
3052,895,46,5,1,0,General,Tops,Fine gauge
3053,505,26,4,1,0,Initmates,Intimate,Sleep
3054,1020,41,5,1,6,General,Bottoms,Skirts
3055,907,39,4,1,0,General,Tops,Fine gauge
3056,1080,39,5,1,0,General,Dresses,Dresses
3057,907,42,2,0,17,General,Tops,Fine gauge
3058,907,54,5,1,1,General,Tops,Fine gauge
3059,878,46,5,1,0,General,Tops,Knits
3060,872,40,5,1,1,General,Tops,Knits
3061,872,61,5,1,4,General,Tops,Knits
3062,907,49,4,1,6,General,Tops,Fine gauge
3063,895,75,5,1,8,General,Tops,Fine gauge
3064,1080,42,4,1,3,General,Dresses,Dresses
3065,1020,55,5,1,1,General,Bottoms,Skirts
3066,505,31,4,1,1,Initmates,Intimate,Sleep
3067,1009,40,3,0,0,General,Bottoms,Skirts
3068,872,32,4,1,0,General,Tops,Knits
3069,907,83,5,1,1,General,Tops,Fine gauge
3070,895,45,4,1,1,General,Tops,Fine gauge
3071,1080,35,3,0,4,General,Dresses,Dresses
3072,1020,48,4,1,0,General,Bottoms,Skirts
3073,374,49,4,1,4,General Petite,Intimate,Lounge
3074,153,42,3,0,0,Initmates,Intimate,Legwear
3075,1009,36,5,1,1,General,Bottoms,Skirts
3076,907,40,5,1,0,General,Tops,Fine gauge
3077,872,26,4,1,0,General,Tops,Knits
3078,895,45,5,1,0,General,Tops,Fine gauge
3079,1009,45,5,1,1,General,Bottoms,Skirts
3080,907,64,3,0,0,General,Tops,Fine gauge
3081,505,26,5,1,0,Initmates,Intimate,Sleep
3082,1020,41,4,1,0,General,Bottoms,Skirts
3083,872,25,5,1,0,General,Tops,Knits
3084,505,43,5,1,1,Initmates,Intimate,Sleep
3085,872,37,5,1,0,General,Tops,Knits
3086,895,38,5,1,1,General,Tops,Fine gauge
3087,374,35,5,1,4,General Petite,Intimate,Lounge
3088,1009,52,5,1,0,General,Bottoms,Skirts
3089,872,36,4,1,4,General,Tops,Knits
3090,374,38,5,1,2,General Petite,Intimate,Lounge
3091,1020,34,5,1,0,General,Bottoms,Skirts
3092,895,47,5,1,0,General,Tops,Fine gauge
3093,895,38,5,1,0,General,Tops,Fine gauge
3094,895,62,3,0,6,General,Tops,Fine gauge
3095,374,36,5,1,0,General Petite,Intimate,Lounge
3096,907,64,5,1,6,General,Tops,Fine gauge
3097,895,48,5,1,2,General Petite,Tops,Fine gauge
3098,907,40,4,1,1,General,Tops,Fine gauge
3099,895,48,5,1,1,General Petite,Tops,Fine gauge
3100,374,35,4,1,1,General Petite,Intimate,Lounge
3101,872,24,4,1,9,General,Tops,Knits
3102,907,48,2,0,0,General,Tops,Fine gauge
3103,1020,46,5,1,0,General,Bottoms,Skirts
3104,1020,35,4,1,2,General,Bottoms,Skirts
3105,906,38,4,1,0,General Petite,Tops,Fine gauge
3106,862,51,5,1,0,General Petite,Tops,Knits
3107,1104,57,3,0,1,General,Dresses,Dresses
3108,285,22,1,0,2,Initmates,Intimate,Intimates
3109,862,45,5,1,0,General Petite,Tops,Knits
3110,906,48,5,1,0,General Petite,Tops,Fine gauge
3111,862,39,5,1,0,General Petite,Tops,Knits
3112,909,41,4,1,0,General,Tops,Fine gauge
3113,906,28,5,1,0,General Petite,Tops,Fine gauge
3114,862,27,5,1,4,General Petite,Tops,Knits
3115,835,49,5,1,2,General Petite,Tops,Blouses
3116,835,49,4,1,2,General Petite,Tops,Blouses
3117,933,26,5,1,0,General,Tops,Sweaters
3118,906,35,5,1,0,General Petite,Tops,Fine gauge
3119,903,31,5,1,10,General,Tops,Fine gauge
3120,1022,52,5,1,8,General,Bottoms,Jeans
3121,862,61,5,1,0,General Petite,Tops,Knits
3122,862,41,5,1,11,General Petite,Tops,Knits
3123,906,32,5,1,0,General Petite,Tops,Fine gauge
3124,862,37,5,1,0,General Petite,Tops,Knits
3125,835,46,5,1,0,General Petite,Tops,Blouses
3126,862,65,5,1,0,General Petite,Tops,Knits
3127,835,29,5,1,1,General Petite,Tops,Blouses
3128,1104,39,4,1,1,General Petite,Dresses,Dresses
3129,862,39,3,1,0,General Petite,Tops,Knits
3130,835,39,4,1,4,General Petite,Tops,Blouses
3131,862,39,5,1,0,General Petite,Tops,Knits
3132,906,65,5,1,9,General Petite,Tops,Fine gauge
3133,903,28,2,0,1,General,Tops,Fine gauge
3134,906,34,4,1,0,General Petite,Tops,Fine gauge
3135,835,29,5,1,2,General Petite,Tops,Blouses
3136,906,37,5,1,0,General Petite,Tops,Fine gauge
3137,835,46,1,0,0,General Petite,Tops,Blouses
3138,862,60,5,1,0,General Petite,Tops,Knits
3139,909,30,3,0,0,General,Tops,Fine gauge
3140,862,64,1,0,36,General Petite,Tops,Knits
3141,909,56,4,1,0,General,Tops,Fine gauge
3142,835,42,5,1,0,General Petite,Tops,Blouses
3143,862,53,2,0,4,General,Tops,Knits
3144,862,65,5,1,1,General,Tops,Knits
3145,862,26,4,1,0,General,Tops,Knits
3146,506,64,5,1,0,Initmates,Intimate,Sleep
3147,1104,42,5,1,0,General Petite,Dresses,Dresses
3148,903,20,5,1,2,General,Tops,Fine gauge
3149,835,48,5,1,0,General Petite,Tops,Blouses
3150,906,73,5,1,6,General Petite,Tops,Fine gauge
3151,862,43,4,1,0,General,Tops,Knits
3152,412,34,5,1,6,Initmates,Intimate,Intimates
3153,906,36,5,1,0,General Petite,Tops,Fine gauge
3154,906,46,5,1,0,General Petite,Tops,Fine gauge
3155,506,41,5,1,0,Initmates,Intimate,Sleep
3156,1054,26,5,1,0,General,Bottoms,Pants
3157,862,47,5,1,0,General,Tops,Knits
3158,862,40,5,1,0,General,Tops,Knits
3159,909,32,5,1,0,General,Tops,Fine gauge
3160,906,53,5,1,0,General Petite,Tops,Fine gauge
3161,906,42,5,1,2,General Petite,Tops,Fine gauge
3162,906,44,5,1,0,General Petite,Tops,Fine gauge
3163,909,39,4,1,0,General,Tops,Fine gauge
3164,835,29,5,1,0,General Petite,Tops,Blouses
3165,862,44,5,1,0,General Petite,Tops,Knits
3166,546,19,4,1,0,General,Bottoms,Shorts
3167,1104,48,5,1,0,General Petite,Dresses,Dresses
3168,1022,45,2,0,6,General,Bottoms,Jeans
3169,909,50,4,1,0,General,Tops,Fine gauge
3170,1100,30,4,1,4,General,Dresses,Dresses
3171,862,36,5,1,2,General Petite,Tops,Knits
3172,862,32,5,1,0,General Petite,Tops,Knits
3173,862,41,5,1,0,General Petite,Tops,Knits
3174,862,25,5,1,2,General Petite,Tops,Knits
3175,835,31,5,1,1,General Petite,Tops,Blouses
3176,835,26,5,1,3,General Petite,Tops,Blouses
3177,909,55,2,0,0,General,Tops,Fine gauge
3178,909,46,4,1,0,General,Tops,Fine gauge
3179,862,60,4,1,0,General Petite,Tops,Knits
3180,909,27,4,1,0,General,Tops,Fine gauge
3181,906,33,3,0,1,General Petite,Tops,Fine gauge
3182,862,53,5,1,0,General Petite,Tops,Knits
3183,862,38,3,0,0,General Petite,Tops,Knits
3184,1100,63,5,1,5,General,Dresses,Dresses
3185,903,25,5,1,1,General,Tops,Fine gauge
3186,906,37,5,1,0,General Petite,Tops,Fine gauge
3187,835,42,5,1,0,General Petite,Tops,Blouses
3188,909,59,5,1,0,General,Tops,Fine gauge
3189,862,40,5,1,0,General Petite,Tops,Knits
3190,506,46,5,1,0,Initmates,Intimate,Sleep
3191,506,29,5,1,0,Initmates,Intimate,Sleep
3192,909,33,3,0,0,General,Tops,Fine gauge
3193,906,58,5,1,1,General Petite,Tops,Fine gauge
3194,909,36,4,1,0,General,Tops,Fine gauge
3195,1100,62,5,1,10,General,Dresses,Dresses
3196,906,33,5,1,0,General Petite,Tops,Fine gauge
3197,909,41,3,0,0,General,Tops,Fine gauge
3198,835,44,5,1,1,General Petite,Tops,Blouses
3199,909,45,4,1,0,General,Tops,Fine gauge
3200,933,54,2,0,0,General Petite,Tops,Sweaters
3201,862,41,5,1,1,General Petite,Tops,Knits
3202,862,45,5,1,0,General Petite,Tops,Knits
